ID,firstName,middleName,lastName,generationalSuffix,primaryNumber,preDirectional,street,streetSuffix,postDirectional,unitDesignator,secondaryNumber,city,state,zipCode,zipExtension,phone,email,latitude,longitude,ip
8325,NOLAN,O,RAND,IV,,,,,,,,,,,,5013429504,,,,
8326,SAVION,JOHNATHAN,PHAN,,150,,DARTMOUTH,ST,,,,ATTLEBORO,RI,2860,5972,,,,,
8327,SAVION,JOHNATHAN,PHAN,,541,,STATE,ST,,,,LANCASTER,PA,17603,2607,,,,,
8328,SAVION,JOHNATHAN,PHAN,,,,,,,,,,,,,,SAVIONPHAN166@ACXIOM.COM,,,
8329,SAVION,JOHNATHAN,PHAN,,,,,,,,,,,,,,SAVIONPHAN356@ACXIOM.COM,,,
8330,ORLAND,T,PHAN,,150,,DARTMOUTH,ST,,,,ATTLEBORO,RI,2860,5972,,,,,
8331,ORLAND,T,PHAN,,,,,,,,,,,,,6503566882,,,,
8332,RODGER,JAYDON,DELAROSA,,1990,,SHERYL LYNN,DR,,,,GRANVILLE,OH,43055,,,,,,
8333,RODGER,JAYDON,DELAROSA,,306,W,36TH,DR,,,,GLENWOOD,NE,68845,2862,,,,,
8334,RODGER,JAYDON,DELAROSA,,,,,,,,,,,,,9175104969,,,,
8335,RODGER,JAYDON,DELAROSA,,,,,,,,,,,,,,RODGERDELAROSA866@ACXIOM.COM,,,
8336,EMELIA,F,DELAROSA,,1990,,SHERYL LYNN,DR,,,,GRANVILLE,OH,43055,,,,,,
8337,EMELIA,F,DELAROSA,,,,,,,,,,,,,6503563294,,,,
8338,EMELIA,F,DELAROSA,,,,,,,,,,,,,6503567865,,,,
8339,EMELIA,F,DELAROSA,,,,,,,,,,,,,,EMELIADELAROSA236@ACXIOM.COM,,,
8340,BASIL,A,BURLESON,,2253,W,MILES,AVE,,,,COEUR D'ALENE,ID,83835,,,,,,
8341,BASIL,A,BURLESON,,235,,MEADOW,DR,,,,ASHLAND,OR,97520,3764,,,,,
8342,BASIL,A,BURLESON,,310,,BEAR TOOTH,DR,,,,BOX ELDER,SD,57703,,,,,,
8343,BASIL,A,BURLESON,,,,,,,,,,,,,9175104312,,,,
8344,BASIL,A,BURLESON,,,,,,,,,,,,,5013420181,,,,
8345,BASIL,A,BURLESON,,,,,,,,,,,,,,BASILBURLESON612@ACXIOM.COM,,,
8346,BASIL,A,BURLESON,,,,,,,,,,,,,,BASILBURLESON605@ACXIOM.COM,,,
8347,WILBER,V,BURLESON,JR,2253,W,MILES,AVE,,,,COEUR D'ALENE,ID,83835,,,,,,
8348,WILBER,V,BURLESON,JR,20,E,CHERRY,ST,,,,BOHEMIA,NY,11722,3805,,,,,
8349,WILBER,V,BURLESON,JR,,,,,,,,,,,,5012525522,,,,
8350,WILBER,V,BURLESON,JR,,,,,,,,,,,,6309643416,,,,
8351,WILBER,V,BURLESON,JR,,,,,,,,,,,,,WILBERBURLESON125@ACXIOM.COM,,,
8352,ELIYAHU,H,BURLESON,,2253,W,MILES,AVE,,,,COEUR D'ALENE,ID,83835,,,,,,
8353,ELIYAHU,H,BURLESON,,2620,,RAINBOW GLOW,ST,,,,LAS VEGAS,NV,89030,3708,,,,,
8354,ELIYAHU,H,BURLESON,,,,,,,,,,,,,5012524338,,,,
8355,ELIYAHU,H,BURLESON,,,,,,,,,,,,,5013426417,,,,
8356,ELIYAHU,H,BURLESON,,,,,,,,,,,,,,ELIYAHUBURLESON594@ACXIOM.COM,,,
8357,DANGELO,,BURLESON,SR,2253,W,MILES,AVE,,,,COEUR D'ALENE,ID,83835,,,,,,
8358,DANGELO,,BURLESON,SR,2426,S,1100,,E,,,HAGERMAN,ID,83332,,,,,,
8359,DANGELO,,BURLESON,SR,,,,,,,,,,,,,DANGELOBURLESON220@ACXIOM.COM,,,
8360,TORRENCE,H,BURLESON,JR,2253,W,MILES,AVE,,,,COEUR D'ALENE,ID,83835,,,,,,
8361,TORRENCE,H,BURLESON,JR,1636,,U,ST,SE,,,WASHINGTON,DC,20020,4831,,,,,
8362,TORRENCE,H,BURLESON,JR,,,,,,,,,,,,,TORRENCEBURLESON528@ACXIOM.COM,,,
8363,OLEN,H,TROUTMAN,,209,,GRANDVIEW,DR,,,,BROMLEY,KY,41017,2701,,,,,
8364,OLEN,H,TROUTMAN,,10029,,STATE ROAD 52,,,,,BAYONET POINT,FL,34669,3012,,,,,
8365,OLEN,H,TROUTMAN,,305,,HARRELL,DR,,,,BROUSSARD,LA,70503,4863,,,,,
8366,OLEN,H,TROUTMAN,,,,,,,,,,,,,9175103132,,,,
8367,OLEN,H,TROUTMAN,,,,,,,,,,,,,6309641573,,,,
8368,ALONSO,M,TROUTMAN,SR,209,,GRANDVIEW,DR,,,,BROMLEY,KY,41017,2701,,,,,
8369,ALONSO,M,TROUTMAN,SR,3011,,CRESTLANE,DR,,,,ADAMSVILLE,AL,35005,2352,,,,,
8370,ALONSO,M,TROUTMAN,SR,,,,,,,,,,,,5012527391,,,,
8371,ALONSO,M,TROUTMAN,SR,,,,,,,,,,,,,ALONSOTROUTMAN579@ACXIOM.COM,,,
8372,ALONSO,M,TROUTMAN,SR,,,,,,,,,,,,,ALONSOTROUTMAN633@ACXIOM.COM,,,
8373,EINO,JALEEL,TROUTMAN,JR,209,,GRANDVIEW,DR,,,,BROMLEY,KY,41017,2701,,,,,
8374,EINO,JALEEL,TROUTMAN,JR,65,,GOOSE,LN,,,,STEVENSVILLE,MT,59870,6033,,,,,
8375,EINO,JALEEL,TROUTMAN,JR,,,,,,,,,,,,5012526637,,,,
8376,EINO,JALEEL,TROUTMAN,JR,,,,,,,,,,,,,EINOTROUTMAN674@ACXIOM.COM,,,
8377,EINO,JALEEL,TROUTMAN,JR,,,,,,,,,,,,,EINOTROUTMAN442@ACXIOM.COM,,,
8378,CHRISTION,S,TROUTMAN,,209,,GRANDVIEW,DR,,,,BROMLEY,KY,41017,2701,,,,,
8379,CHRISTION,S,TROUTMAN,,530,,TRAP CLUB,RD,,,,HOBACK,WY,83001,,,,,,
8380,CHRISTION,S,TROUTMAN,,116,,RIVERVIEW A,,,,,BLACK EAGLE,MT,59404,1415,,,,,
8381,CHRISTION,S,TROUTMAN,,,,,,,,,,,,,9175101615,,,,
8382,ABDULLAHI,U,TROUTMAN,,209,,GRANDVIEW,DR,,,,BROMLEY,KY,41017,2701,,,,,
8383,ABDULLAHI,U,TROUTMAN,,,,,,,,,,,,,5012525685,,,,
8384,ABDULLAHI,U,TROUTMAN,,,,,,,,,,,,,,ABDULLAHITROUTMAN504@ACXIOM.COM,,,
8385,ABDULLAHI,U,TROUTMAN,,,,,,,,,,,,,,ABDULLAHITROUTMAN725@ACXIOM.COM,,,
8386,ZAYD,G,LIM,IV,37,,LAKEWOOD,CT,NW,,,CHARLOTTE,NC,28027,4217,,,,,
8387,ZAYD,G,LIM,IV,3,,SEQUOIA,CT,,,,BARNEGAT,NJ,8005,3130,,,,,
8388,ZAYD,G,LIM,IV,,,,,,,,,,,,5013424127,,,,
8389,ZAYD,G,LIM,IV,,,,,,,,,,,,,ZAYDLIM500@ACXIOM.COM,,,
8390,ISADORA,J,LIM,,37,,LAKEWOOD,CT,NW,,,CHARLOTTE,NC,28027,4217,,,,,
8391,ISADORA,J,LIM,,121,,ALDER,AVE,,,,ADAMSVILLE,AL,35214,5101,,,,,
8392,ISADORA,J,LIM,,,,,,,,,,,,,,ISADORALIM308@ACXIOM.COM,,,
8393,FRANCHESCA,O,LIM,,37,,LAKEWOOD,CT,NW,,,CHARLOTTE,NC,28027,4217,,,,,
8394,FRANCHESCA,O,LIM,,243,,HANOVER,ST,,,,MANCHESTER,NH,3104,4852,,,,,
8395,FRANCHESCA,O,LIM,,,,,,,,,,,,,5013428141,,,,
8396,FRANCHESCA,O,LIM,,,,,,,,,,,,,,FRANCHESCALIM443@ACXIOM.COM,,,
8397,TONISHA,E,LIM,,37,,LAKEWOOD,CT,NW,,,CHARLOTTE,NC,28027,4217,,,,,
8398,TONISHA,E,LIM,,2738,,PALM SPRINGS,LN,,,,AURORA,IL,60502,4487,,,,,
8399,TONISHA,E,LIM,,101,,BURGOYNE,CT,,,,GREENVILLE,SC,29650,3503,,,,,
8400,TONISHA,E,LIM,,,,,,,,,,,,,9175108496,,,,
8401,TONISHA,E,LIM,,,,,,,,,,,,,,TONISHALIM499@ACXIOM.COM,,,
8402,TEANNA,R,RAND,,28,,ALLAN,DR,,,,EAST RUTHERFORD,NJ,7031,5108,,,,,
8403,TEANNA,R,RAND,,5404,,MITCHELL,RD,,,,EDGE HILL,GA,30820,7500,,,,,
8404,TEANNA,R,RAND,,,,,,,,,,,,,,TEANNARAND147@ACXIOM.COM,,,
8405,TEANNA,R,RAND,,,,,,,,,,,,,,TEANNARAND745@ACXIOM.COM,,,
8406,ELAINE,,RAND,,28,,ALLAN,DR,,,,EAST RUTHERFORD,NJ,7031,5108,,,,,
8407,ELAINE,,RAND,,,,,,,,,,,,,,ELAINERAND390@ACXIOM.COM,,,
8408,MALKY,V,RAND,,28,,ALLAN,DR,,,,EAST RUTHERFORD,NJ,7031,5108,,,,,
8409,MALKY,V,RAND,,,,,,,,,,,,,5012526050,,,,
8410,NOLA,V,CUSTER,,56,,WESLEY,DR,,,,ANSONIA,CT,6484,5235,,,,,
8411,NOLA,V,CUSTER,,4165,,MORRISONS,WAY,,,,CENTREVILLE,VA,22030,5679,,,,,
8412,NOLA,V,CUSTER,,3131,,MICHELSON,DR,,#,608,IRVINE,CA,92630,1928,,,,,
8413,NOLA,V,CUSTER,,,,,,,,,,,,,,NOLACUSTER894@ACXIOM.COM,,,
8414,ELENORA,T,CUSTER,,56,,WESLEY,DR,,,,ANSONIA,CT,6484,5235,,,,,
8415,ELENORA,T,CUSTER,,5521,SE,62ND,AVE,,,,MILWAUKIE,OR,97206,5409,,,,,
8416,ELENORA,T,CUSTER,,4720,,25TH,ST,,,,MERIDIAN,MS,39307,5020,,,,,
8417,ELENORA,T,CUSTER,,,,,,,,,,,,,5013420138,,,,
8418,ELENORA,T,CUSTER,,,,,,,,,,,,,5012521447,,,,
8419,ELENORA,T,CUSTER,,,,,,,,,,,,,,ELENORACUSTER385@ACXIOM.COM,,,
8420,KYNSLEE,N,CUSTER,,56,,WESLEY,DR,,,,ANSONIA,CT,6484,5235,,,,,
8421,KYNSLEE,N,CUSTER,,364,W,5TH,ST,,,,BARNEGAT LIGHT,NJ,8008,4702,,,,,
8422,KYNSLEE,N,CUSTER,,,,,,,,,,,,,6503563008,,,,
8423,KYNSLEE,N,CUSTER,,,,,,,,,,,,,,KYNSLEECUSTER258@ACXIOM.COM,,,
8424,MARCUS,T,KRUSE,SR,5005,,GRANITE CREEK,CT,,,,LAS VEGAS,NV,89131,5212,,,,,
8425,MARCUS,T,KRUSE,SR,,,,,,,,,,,,6309647179,,,,
8426,MARCUS,T,KRUSE,SR,,,,,,,,,,,,,MARCUSKRUSE601@ACXIOM.COM,,,
8427,EMMALYNN,G,KRUSE,,5005,,GRANITE CREEK,CT,,,,LAS VEGAS,NV,89131,5212,,,,,
8428,EMMALYNN,G,KRUSE,,3990,NE,43RD,CT,,,,ALTOONA,IA,50317,4622,,,,,
8429,EMMALYNN,G,KRUSE,,,,,,,,,,,,,,EMMALYNNKRUSE256@ACXIOM.COM,,,
8430,SUDIE,W,KRUSE,,5005,,GRANITE CREEK,CT,,,,LAS VEGAS,NV,89131,5212,,,,,
8431,SUDIE,W,KRUSE,,12290,,ELM,ST,,,,MOUNDVILLE,AL,35474,6011,,,,,
8432,SUDIE,W,KRUSE,,,,,,,,,,,,,6309648864,,,,
8433,SUDIE,W,KRUSE,,,,,,,,,,,,,,SUDIEKRUSE611@ACXIOM.COM,,,
8434,DAVEON,L,KRUSE,,5005,,GRANITE CREEK,CT,,,,LAS VEGAS,NV,89131,5212,,,,,
8435,DAVEON,L,KRUSE,,2002,,BURLINGTON,BLVD,,,,HERSHEY,NE,69101,6605,,,,,
8436,DAVEON,L,KRUSE,,315,,14TH,ST,NW,,,CLEAR LAKE,IA,50401,1002,,,,,
8437,DAVEON,L,KRUSE,,,,,,,,,,,,,5013420292,,,,
8438,DAVEON,L,KRUSE,,,,,,,,,,,,,,DAVEONKRUSE156@ACXIOM.COM,,,
8439,SERENE,U,MARINO,,804,,NAVARRO,DR,,,,BRYAN,TX,77845,6618,,,,,
8440,SERENE,U,MARINO,,2680,N,4TH,ST,,,,COLUMBUS,OH,43202,2404,,,,,
8441,SERENE,U,MARINO,,310,,HINES,ST,,,,HOOKERTON,NC,28580,1611,,,,,
8442,SERENE,U,MARINO,,,,,,,,,,,,,9175108127,,,,
8443,SERENE,U,MARINO,,,,,,,,,,,,,5013421223,,,,
8444,SERENE,U,MARINO,,,,,,,,,,,,,,SERENEMARINO329@ACXIOM.COM,,,
8445,EFRAIM,R,MARINO,,804,,NAVARRO,DR,,,,BRYAN,TX,77845,6618,,,,,
8446,EFRAIM,R,MARINO,,2501,,SUMMERVILLE,RD,,,,PHENIX CITY,AL,36867,3923,,,,,
8447,EFRAIM,R,MARINO,,,,,,,,,,,,,9175107041,,,,
8448,CLARENCE,U,MARINO,,804,,NAVARRO,DR,,,,BRYAN,TX,77845,6618,,,,,
8449,CLARENCE,U,MARINO,,24,,RIVERWOOD,CIR,E,,,BARNEY'S JUNCTION,WA,99141,,,,,,
8450,CLARENCE,U,MARINO,,333,,ILIAINA,ST,,,,KAILUA,HI,96734,1807,,,,,
8451,CLARENCE,U,MARINO,,,,,,,,,,,,,5013420864,,,,
8452,CLARENCE,U,MARINO,,,,,,,,,,,,,,CLARENCEMARINO791@ACXIOM.COM,,,
8453,KATEY,GISSELL,MARINO,,804,,NAVARRO,DR,,,,BRYAN,TX,77845,6618,,,,,
8454,KATEY,GISSELL,MARINO,,,,,,,,,,,,,6309641862,,,,
8455,KATEY,GISSELL,MARINO,,,,,,,,,,,,,,KATEYMARINO354@ACXIOM.COM,,,
8456,KATEY,GISSELL,MARINO,,,,,,,,,,,,,,KATEYMARINO800@ACXIOM.COM,,,
8457,AYDAN,J,HOLLIS,,4348,,RIVER,RD,NW,,,WASHINGTON,DC,20016,4544,,,,,
8458,AYDAN,J,HOLLIS,,550,,KINGS,HWY,,,,HOBACK,WY,83001,,,,,,
8459,AYDAN,J,HOLLIS,,206,S,BOWER,AVE,,,,CLIFTON,CO,81526,,,,,,
8460,CLARISA,D,HOLLIS,,4348,,RIVER,RD,NW,,,WASHINGTON,DC,20016,4544,,,,,
8461,CLARISA,D,HOLLIS,,,,,,,,,,,,,5012528037,,,,
8462,CLARISA,D,HOLLIS,,,,,,,,,,,,,,CLARISAHOLLIS367@ACXIOM.COM,,,
8463,TAYDEN,O,SCHOFIELD,,251,W,NIAGARA,AVE,,,,ASTORIA,OR,97103,5736,,,,,
8464,TAYDEN,O,SCHOFIELD,,5915,NE,62ND,ST,,,,PORTLAND,WA,98661,2290,,,,,
8465,TAYDEN,O,SCHOFIELD,,,,,,,,,,,,,6503569709,,,,
8466,TAYDEN,O,SCHOFIELD,,,,,,,,,,,,,,TAYDENSCHOFIELD571@ACXIOM.COM,,,
8467,ROCHELLE,G,CHENEY,,17,,YANKEE,WAY,,,,BEVERLY,MA,1915,7209,,,,,
8468,ROCHELLE,G,CHENEY,,6070,,WESTGATE,DR,,,,BEAUMONT,TX,77706,4318,,,,,
8469,ROCHELLE,G,CHENEY,,,,,,,,,,,,,6503562146,,,,
8470,ROCHELLE,G,CHENEY,,,,,,,,,,,,,,ROCHELLECHENEY535@ACXIOM.COM,,,
8471,IZAAC,Q,CHENEY,,17,,YANKEE,WAY,,,,BEVERLY,MA,1915,7209,,,,,
8472,IZAAC,Q,CHENEY,,704,,KEALII,DR,,,,KAHULUI,HI,96793,,,,,,
8473,IZAAC,Q,CHENEY,,,,,,,,,,,,,,IZAACCHENEY293@ACXIOM.COM,,,
8474,IZAAC,Q,CHENEY,,,,,,,,,,,,,,IZAACCHENEY462@ACXIOM.COM,,,
8475,EARLEAN,,CHENEY,,17,,YANKEE,WAY,,,,BEVERLY,MA,1915,7209,,,,,
8476,EARLEAN,,CHENEY,,604,,4TH,AVE,S,,,BLACK EAGLE,MT,59405,1935,,,,,
8477,EARLEAN,,CHENEY,,,,,,,,,,,,,9175103623,,,,
8478,EARLEAN,,CHENEY,,,,,,,,,,,,,5013426637,,,,
8479,EARLEAN,,CHENEY,,,,,,,,,,,,,,EARLEANCHENEY120@ACXIOM.COM,,,
8480,CHE,R,CHENEY,,17,,YANKEE,WAY,,,,BEVERLY,MA,1915,7209,,,,,
8481,CHE,R,CHENEY,,8508,,33RD,AVE,S,,,LAKEWOOD,WA,98499,8704,,,,,
8482,CHE,R,CHENEY,,1506,,MCCLELLAN,DR,,,,ALTAMONT,OR,97603,4146,,,,,
8483,CHE,R,CHENEY,,,,,,,,,,,,,5012529545,,,,
8484,CHE,R,CHENEY,,,,,,,,,,,,,5013422807,,,,
8485,CHE,R,CHENEY,,,,,,,,,,,,,,CHECHENEY520@ACXIOM.COM,,,
8486,SAMUAL,ENZO,CHENEY,,17,,YANKEE,WAY,,,,BEVERLY,MA,1915,7209,,,,,
8487,SAMUAL,ENZO,CHENEY,,8607,N,ORIOLE,AVE,,,,CHICAGO,IL,60714,2027,,,,,
8488,SAMUAL,ENZO,CHENEY,,,,,,,,,,,,,9175106624,,,,
8489,SAMUAL,ENZO,CHENEY,,,,,,,,,,,,,,SAMUALCHENEY320@ACXIOM.COM,,,
8490,JAQUEZ,RAKIM,PUCKETT,,50,,CROSBY,RD,,,,SOUTH ELIOT,NH,3820,4334,,,,,
8491,JAQUEZ,RAKIM,PUCKETT,,1903,,GRANDVIEW,AVE,,,,FRIENDSHIP,OH,45663,6055,,,,,
8492,JAQUEZ,RAKIM,PUCKETT,,1420,,WALNUT,ST,,,,EAST GRAND FORKS,ND,58201,5615,,,,,
8493,JAQUEZ,RAKIM,PUCKETT,,,,,,,,,,,,,5012522137,,,,
8494,JAQUEZ,RAKIM,PUCKETT,,,,,,,,,,,,,,JAQUEZPUCKETT305@ACXIOM.COM,,,
8495,ANNALISE,N,PUCKETT,,50,,CROSBY,RD,,,,SOUTH ELIOT,NH,3820,4334,,,,,
8496,ANNALISE,N,PUCKETT,,,,,,,,,,,,,5012526108,,,,
8497,ANNALISE,N,PUCKETT,,,,,,,,,,,,,6309645838,,,,
8498,ANNALISE,N,PUCKETT,,,,,,,,,,,,,,ANNALISEPUCKETT592@ACXIOM.COM,,,
8499,ANNALISE,N,PUCKETT,,,,,,,,,,,,,,ANNALISEPUCKETT229@ACXIOM.COM,,,
8500,ALINA,G,PUCKETT,,50,,CROSBY,RD,,,,SOUTH ELIOT,NH,3820,4334,,,,,
8501,ALINA,G,PUCKETT,,227,,LAWRENCE,RD,,,29,FLOWOOD,MS,39206,,,,,,
8502,ALINA,G,PUCKETT,,,,,,,,,,,,,9175108828,,,,
8503,ALINA,G,PUCKETT,,,,,,,,,,,,,,ALINAPUCKETT173@ACXIOM.COM,,,
8504,JACLYNN,K,PUCKETT,,50,,CROSBY,RD,,,,SOUTH ELIOT,NH,3820,4334,,,,,
8505,JACLYNN,K,PUCKETT,,,,,,,,,,,,,5013425163,,,,
8506,DENNIS,T,BRINK,SR,4831,,HAMPTON OAK,CT,,,,ADVANCE,NC,27012,9631,,,,,
8507,DENNIS,T,BRINK,SR,,,,,,,,,,,,,DENNISBRINK534@ACXIOM.COM,,,
8508,ENZO,C,BRINK,,4831,,HAMPTON OAK,CT,,,,ADVANCE,NC,27012,9631,,,,,
8509,ENZO,C,BRINK,,,,,,,,,,,,,,ENZOBRINK992@ACXIOM.COM,,,
8510,ENZO,C,BRINK,,,,,,,,,,,,,,ENZOBRINK815@ACXIOM.COM,,,
8511,JARIEL,L,BRINK,III,4831,,HAMPTON OAK,CT,,,,ADVANCE,NC,27012,9631,,,,,
8512,JARIEL,L,BRINK,III,402,S,WALNUT,ST,,,,NEW LONDON,IA,52645,1516,,,,,
8513,JARIEL,L,BRINK,III,,,,,,,,,,,,5012526783,,,,
8514,JARIEL,L,BRINK,III,,,,,,,,,,,,,JARIELBRINK417@ACXIOM.COM,,,
8515,AKSHARA,R,BRINK,,4831,,HAMPTON OAK,CT,,,,ADVANCE,NC,27012,9631,,,,,
8516,AKSHARA,R,BRINK,,91-1009,,RENTON,RD,,APT,G,EWA BEACH,HI,96706,3438,,,,,
8517,AKSHARA,R,BRINK,,,,,,,,,,,,,,AKSHARABRINK774@ACXIOM.COM,,,
8518,AKSHARA,R,BRINK,,,,,,,,,,,,,,AKSHARABRINK243@ACXIOM.COM,,,
8519,ELIAN,X,BRINK,,4831,,HAMPTON OAK,CT,,,,ADVANCE,NC,27012,9631,,,,,
8520,ELIAN,X,BRINK,,1880,,AUGUST,LN,,,,BRIGHTON,CO,80601,3512,,,,,
8521,ELIAN,X,BRINK,,3846,,KILLEWICH,DR,,,,JUNEAU,AK,99801,8831,,,,,
8522,ELIAN,X,BRINK,,,,,,,,,,,,,9175103020,,,,
8523,ELIAN,X,BRINK,,,,,,,,,,,,,,ELIANBRINK825@ACXIOM.COM,,,
8524,ELIAN,X,BRINK,,,,,,,,,,,,,,ELIANBRINK559@ACXIOM.COM,,,
8525,JAYQUAN,Q,MORRELL,,16071,E,LOYOLA,PL,,,,AURORA,CO,80013,2721,,,,,
8526,JAYQUAN,Q,MORRELL,,468,,MARION,ST,,,,BIG HORN,WY,82801,,,,,,
8527,JAYQUAN,Q,MORRELL,,,,,,,,,,,,,,JAYQUANMORRELL740@ACXIOM.COM,,,
8528,AMORA,P,MORRELL,,16071,E,LOYOLA,PL,,,,AURORA,CO,80013,2721,,,,,
8529,AMORA,P,MORRELL,,,,,,,,,,,,,,AMORAMORRELL482@ACXIOM.COM,,,
8530,JAMARIUS,C,GEARY,,527,,WESTBERRY,DR,,,,BLACKHAWK,SD,57702,2721,,,,,
8531,JAMARIUS,C,GEARY,,5204,,BALBOA,DR,,,,CHESAPEAKE,VA,23464,2611,,,,,
8532,JAMARIUS,C,GEARY,,2089,NE,DARBY,ST,,,,ALOHA,OR,97124,2731,,,,,
8533,JAMARIUS,C,GEARY,,,,,,,,,,,,,,JAMARIUSGEARY362@ACXIOM.COM,,,
8534,SOCORRO,G,GEARY,,527,,WESTBERRY,DR,,,,BLACKHAWK,SD,57702,2721,,,,,
8535,SOCORRO,G,GEARY,,,,,,,,,,,,,5013424181,,,,
8536,SOCORRO,G,GEARY,,,,,,,,,,,,,,SOCORROGEARY203@ACXIOM.COM,,,
8537,WARREN,R,GEARY,,527,,WESTBERRY,DR,,,,BLACKHAWK,SD,57702,2721,,,,,
8538,WARREN,R,GEARY,,75,S,OXFORD,RD,,,,WORCESTER,MA,1527,1034,,,,,
8539,WARREN,R,GEARY,,6410,SW,SEYMOUR,ST,,,,BEAVERTON,OR,97221,1144,,,,,
8540,WARREN,R,GEARY,,,,,,,,,,,,,5012523845,,,,
8541,TAIS,KARIS,GEARY,,527,,WESTBERRY,DR,,,,BLACKHAWK,SD,57702,2721,,,,,
8542,TAIS,KARIS,GEARY,,,,,,,,,,,,,9175100425,,,,
8543,ABEL,D,MAI,,10917,,MULLAN,RD,E,,,RIVERBEND,MT,59872,9370,,,,,
8544,ABEL,D,MAI,,760,W,G,RD,,,,BALLANTINE,MT,59037,9010,,,,,
8545,ABEL,D,MAI,,17,,PALMER,LN,,,,MOOSUP,CT,6374,,,,,,
8546,ABEL,D,MAI,,,,,,,,,,,,,5013422481,,,,
8547,ABEL,D,MAI,,,,,,,,,,,,,,ABELMAI730@ACXIOM.COM,,,
8548,DARELL,DERWIN,MAI,SR,10917,,MULLAN,RD,E,,,RIVERBEND,MT,59872,9370,,,,,
8549,DARELL,DERWIN,MAI,SR,228,,FLEET,CT,,,16228,NEW YORK,NY,10473,2400,,,,,
8550,DARELL,DERWIN,MAI,SR,8336,,SADDLEMAN,RD,,,,BLACK FOREST,CO,80831,6763,,,,,
8551,DARELL,DERWIN,MAI,SR,,,,,,,,,,,,9175105283,,,,
8552,DARELL,DERWIN,MAI,SR,,,,,,,,,,,,9175101906,,,,
8553,BRISEYDA,H,MAI,,10917,,MULLAN,RD,E,,,RIVERBEND,MT,59872,9370,,,,,
8554,BRISEYDA,H,MAI,,424,,SCHOOL HOUSE,LN,,,,BERWYN,PA,19333,1223,,,,,
8555,WINFRED,E,BAUGHMAN,,2326,,KINGSWAY,DR,,,,EAST MOLINE,IA,52722,2111,,,,,
8556,WINFRED,E,BAUGHMAN,,7579,,RIVERSHORE,DR,,,,BETHEL,DE,19973,4327,,,,,
8557,WINFRED,E,BAUGHMAN,,,,,,,,,,,,,9175102885,,,,
8558,WINFRED,E,BAUGHMAN,,,,,,,,,,,,,5012521383,,,,
8559,WINFRED,E,BAUGHMAN,,,,,,,,,,,,,,WINFREDBAUGHMAN554@ACXIOM.COM,,,
8560,KEIFER,H,JACQUES,,296,,PLEASANT,ST,,,,ISLAND POND,VT,5846,9736,,,,,
8561,KEIFER,H,JACQUES,,3042,,PLEASANT GROVE,RD,,,,LAUREL,MS,39443,,,,,,
8562,KEIFER,H,JACQUES,,5508,,GARROW,AVE,,,,LOUISVILLE,KY,40219,,,,,,
8563,KEIFER,H,JACQUES,,,,,,,,,,,,,,KEIFERJACQUES829@ACXIOM.COM,,,
8564,TYSHAWN,T,JACQUES,JR,296,,PLEASANT,ST,,,,ISLAND POND,VT,5846,9736,,,,,
8565,TYSHAWN,T,JACQUES,JR,,,,,,,,,,,,5013420990,,,,
8566,TYSHAWN,T,JACQUES,JR,,,,,,,,,,,,,TYSHAWNJACQUES425@ACXIOM.COM,,,
8567,CALLAN,K,AARON,,709,,CARTERVILLE,RD,,,,HATTIESBURG,MS,39465,3105,,,,,
8568,CALLAN,K,AARON,,24121,,CARI,DR,,,,LONG NECK,DE,19966,4442,,,,,
8569,CALLAN,K,AARON,,,,,,,,,,,,,5012528630,,,,
8570,MYRTICE,F,AARON,,709,,CARTERVILLE,RD,,,,HATTIESBURG,MS,39465,3105,,,,,
8571,MYRTICE,F,AARON,,,,,,,,,,,,,5012526227,,,,
8572,MYRTICE,F,AARON,,,,,,,,,,,,,,MYRTICEAARON453@ACXIOM.COM,,,
8573,BALEIGH,,VOGEL,,3,E,RAILROAD,ST,N,,,WINNETT,MT,59087,,,,,,
8574,BALEIGH,,VOGEL,,40,,MAIN,ST,,,,WARWICK,RI,2818,3827,,,,,
8575,BALEIGH,,VOGEL,,,,,,,,,,,,,,BALEIGHVOGEL329@ACXIOM.COM,,,
8576,BALEIGH,,VOGEL,,,,,,,,,,,,,,BALEIGHVOGEL544@ACXIOM.COM,,,
8577,BRANDEN,Z,BOURGEOIS,,105,,BRIGHTON,CT,,,,KING,NC,27021,7972,,,,,
8578,BRANDEN,Z,BOURGEOIS,,2600,,SAINT CLAIR,RD,,,,FALLON,NV,89406,7254,,,,,
8579,BRANDEN,Z,BOURGEOIS,,16,,VISTA,DR,,,,ALEXANDER,AR,72210,1720,,,,,
8580,BRANDEN,Z,BOURGEOIS,,,,,,,,,,,,,,BRANDENBOURGEOIS795@ACXIOM.COM,,,
8581,BRANDEN,Z,BOURGEOIS,,,,,,,,,,,,,,BRANDENBOURGEOIS899@ACXIOM.COM,,,
8582,DENTON,A,WINN,,204,,OLD MILL,RD,,,,BYRAM,CT,6831,2636,,,,,
8583,DENTON,A,WINN,,19412,,HIGHWAY 613,,,,,BIG POINT,MS,39562,9456,,,,,
8584,DENTON,A,WINN,,8421,,GOLD SUNSET,WAY,,,,COLUMBIA,MD,21045,7407,,,,,
8585,DENTON,A,WINN,,,,,,,,,,,,,9175109572,,,,
8586,GARDENIA,D,WINN,,204,,OLD MILL,RD,,,,BYRAM,CT,6831,2636,,,,,
